idx,modality,layer,word1,word2,hum-sim,model-sim,freqw1,freqw2
0,lang,12,cord,smile,0.005,0.20579606294631958,100,191
1,lang,12,rooster,voyage,0.01,0.21025480329990387,75,14
2,lang,12,noon,string,0.01,0.3138344883918762,42,119
3,lang,12,fruit,furnace,0.0125,0.30912935733795166,397,17
4,lang,12,autograph,shore,0.015,0.21524815261363983,35,240
5,lang,12,automobile,wizard,0.0275,0.28026264905929565,103,45
6,lang,12,mound,stove,0.035,0.35169169306755066,114,256
7,lang,12,grin,implement,0.045,0.288850337266922,38,5
8,lang,12,asylum,fruit,0.0475,0.20186762511730194,5,397
9,lang,12,asylum,monk,0.0975,0.3158878684043884,5,66
10,lang,12,graveyard,madhouse,0.105,0.3524491488933563,104,1
11,lang,12,glass,magician,0.11,0.3027459681034088,920,19
12,lang,12,boy,rooster,0.11,0.43565186858177185,1272,75
13,lang,12,cushion,jewel,0.1125,0.30545902252197266,99,7
14,lang,12,monk,slave,0.1425,0.3985993564128876,66,8
15,lang,12,asylum,cemetery,0.1975,0.45533010363578796,5,144
16,lang,12,coast,forest,0.2125,0.3383750319480896,122,277
17,lang,12,grin,lad,0.22,0.31453338265419006,38,13
18,lang,12,shore,woodland,0.225,0.2903195321559906,240,18
19,lang,12,monk,oracle,0.2275,0.43043404817581177,66,8
20,lang,12,boy,sage,0.24,0.2874835133552551,1272,10
21,lang,12,automobile,cushion,0.2425,0.26877540349960327,103,99
22,lang,12,mound,shore,0.2425,0.4165850877761841,114,240
23,lang,12,lad,wizard,0.2475,0.44657909870147705,13,45
24,lang,12,forest,graveyard,0.25,0.5066391825675964,277,104
25,lang,12,food,rooster,0.2725,0.3580310046672821,1536,75
26,lang,12,cemetery,woodland,0.295,0.46370476484298706,144,18
27,lang,12,shore,voyage,0.305,0.31366437673568726,240,14
28,lang,12,bird,woodland,0.31,0.22501814365386963,739,18
29,lang,12,coast,hill,0.315,0.37288081645965576,122,307
30,lang,12,furnace,implement,0.3425,0.27492934465408325,17,5
31,lang,12,crane,rooster,0.3525,0.4234175682067871,104,75
32,lang,12,hill,woodland,0.37,0.31554368138313293,307,18
33,lang,12,car,journey,0.3875,0.3266361951828003,1323,114
34,lang,12,cemetery,mound,0.4225,0.361835777759552,144,114
35,lang,12,glass,jewel,0.445,0.2845291495323181,920,7
36,lang,12,magician,oracle,0.455,0.41817569732666016,19,8
37,lang,12,crane,implement,0.5925,0.29034021496772766,104,5
38,lang,12,brother,lad,0.6025,0.34304705262184143,262,13
39,lang,12,sage,wizard,0.615,0.4479283094406128,10,45
40,lang,12,oracle,sage,0.6525,0.4560016691684723,8,10
41,lang,12,bird,crane,0.6575,0.4201858937740326,739,104
42,lang,12,bird,cock,0.6575,0.41327759623527527,739,21
43,lang,12,food,fruit,0.6725,0.5964246392250061,1536,397
44,lang,12,brother,monk,0.685,0.42247235774993896,262,66
45,lang,12,asylum,madhouse,0.76,0.39123278856277466,5,1
46,lang,12,furnace,stove,0.7775,0.5493999719619751,17,256
47,lang,12,magician,wizard,0.8025,0.6175322532653809,19,45
48,lang,12,hill,mound,0.8225,0.5037135481834412,307,114
49,lang,12,cord,string,0.8525,0.5764458179473877,100,119
50,lang,12,glass,tumbler,0.8625,0.42757582664489746,920,5
51,lang,12,grin,smile,0.865,0.7888651490211487,38,191
52,lang,12,serf,slave,0.865,0.3489806354045868,1,8
53,lang,12,journey,voyage,0.895,0.7737141251564026,114,14
54,lang,12,autograph,signature,0.8975,0.4317670166492462,35,29
55,lang,12,coast,shore,0.9,0.6267943382263184,122,240
56,lang,12,forest,woodland,0.9125,0.7263941168785095,277,18
57,lang,12,implement,tool,0.915,0.4678363502025604,5,100
58,lang,12,cock,rooster,0.92,0.4930054545402527,21,75
59,lang,12,boy,lad,0.955,0.5841892957687378,1272,13
60,lang,12,cushion,pillow,0.96,0.7700406908988953,99,138
61,lang,12,cemetery,graveyard,0.97,0.8232617974281311,144,104
62,lang,12,automobile,car,0.98,0.6543533205986023,103,1323
63,lang,12,midday,noon,0.985,0.4785768389701843,29,42
64,lang,12,gem,jewel,0.985,0.5824486017227173,13,7
