MEN,2,2976,0.7449840366584275,0.0
RG65,2,65,0.7592499524590532,2.30429825769136e-13
SIMLEX999,2,957,0.47642849489788586,2.1992060559189848e-55
SIMVERB3500,2,2890,0.37127100648915984,3.875169172090604e-95
WORDSIM353,2,306,0.6778179115225672,1.6596025827926142e-42
MEN,4,2976,0.7413007012071134,0.0
RG65,4,65,0.7441484379042274,1.2166279650666733e-12
SIMLEX999,4,957,0.479725148446525,3.104266700067504e-56
SIMVERB3500,4,2890,0.36305512313184757,9.356090118252046e-91
WORDSIM353,4,306,0.6438059920476936,3.2738463412189862e-37
MEN,6,2976,0.7189874469448881,0.0
RG65,6,65,0.7081539451809303,4.177844121547454e-11
SIMLEX999,6,957,0.47271666450120864,1.943619485078422e-54
SIMVERB3500,6,2890,0.3707345137180647,7.557999204263968e-95
WORDSIM353,6,306,0.6221325734407066,3.5707997182002002e-34
MEN,8,2976,0.6989615222247163,0.0
RG65,8,65,0.6617129633733978,1.9573897220457512e-09
SIMLEX999,8,957,0.4576484786401342,1.0302010138648977e-50
SIMVERB3500,8,2890,0.3694169399957257,3.877634812789448e-94
WORDSIM353,8,306,0.583965309893846,2.291343471361194e-29
MEN,10,2976,0.6982439308718924,0.0
RG65,10,65,0.7139016996352273,2.4631008268325384e-11
SIMLEX999,10,957,0.46542764677753956,1.2984923923370275e-52
SIMVERB3500,10,2890,0.38332873130458434,8.336850196141244e-102
WORDSIM353,10,306,0.590104195721105,4.262424296937677e-30
MEN,12,2976,0.702034027020564,0.0
RG65,12,65,0.7460497863358769,9.930447575918482e-13
SIMLEX999,12,957,0.46520114000274393,1.4772113278854476e-52
SIMVERB3500,12,2890,0.37968544932825965,9.234560879473426e-100
WORDSIM353,12,306,0.5952291130961862,1.0181868672061394e-30
MEN,14,2976,0.7096430906960652,0.0
RG65,14,65,0.7526061602381168,4.861925024101454e-13
SIMLEX999,14,957,0.4715632304191893,3.804707868452262e-54
SIMVERB3500,14,2890,0.3588430389362316,1.4746444271447837e-88
WORDSIM353,14,306,0.6033739476643395,9.916437998574398e-32
MEN,16,2976,0.7299290613271764,0.0
RG65,16,65,0.7532399430486667,4.53227320723742e-13
SIMLEX999,16,957,0.47295676702221107,1.6894588560157098e-54
SIMVERB3500,16,2890,0.3482056150867297,3.734800885451765e-83
WORDSIM353,16,306,0.6074941106747888,2.97534040515426e-32
MEN,18,2976,0.7410213138403313,0.0
RG65,18,65,0.7265336466868761,7.36186416150738e-12
SIMLEX999,18,957,0.46892243813205153,1.7539156174479724e-53
SIMVERB3500,18,2890,0.3202044172596093,6.684324396341751e-70
WORDSIM353,18,306,0.6108691890605275,1.0953207826641549e-32
MEN,20,2976,0.7512322228606858,0.0
RG65,20,65,0.732762201894004,3.958730704613543e-12
SIMLEX999,20,957,0.4701235394753185,8.767311197546871e-54
SIMVERB3500,20,2890,0.2940950270694409,9.338193832276877e-59
WORDSIM353,20,306,0.5913772056799623,2.993857033082862e-30
MEN,22,2976,0.7219630280411088,0.0
RG65,22,65,0.7151692652563271,2.188384485715581e-11
SIMLEX999,22,957,0.4634374102618176,4.018684575964633e-52
SIMVERB3500,22,2890,0.2747491767875986,3.229800222118828e-51
WORDSIM353,22,306,0.5449258491963616,4.602155337760049e-25
MEN,24,2976,0.699381631333891,0.0
RG65,24,65,0.7083069272386493,4.120178495252938e-11
SIMLEX999,24,957,0.4593077468491627,4.0914205919557604e-51
SIMVERB3500,24,2890,0.2608085728706887,3.7637311468620505e-46
WORDSIM353,24,306,0.5397113038787912,1.5702813862281029e-24
