idx,modality,layer,word1,word2,hum-sim,model-sim,freqw1,freqw2
0,lang,2,love,sex,0.6769999999999999,0.12236586958169937,464,42
1,lang,2,tiger,cat,0.735,0.41157153248786926,111,1566
2,lang,2,tiger,tiger,1.0,1.0,111,111
3,lang,2,book,paper,0.746,0.22736163437366486,396,444
4,lang,2,computer,keyboard,0.762,0.33590009808540344,694,280
5,lang,2,computer,internet,0.758,0.27269446849823,694,73
6,lang,2,plane,car,0.577,0.39113518595695496,506,1323
7,lang,2,train,car,0.631,0.320932000875473,1433,1323
8,lang,2,telephone,communication,0.75,0.2129838466644287,108,19
9,lang,2,television,radio,0.6769999999999999,0.5170013308525085,241,106
10,lang,2,media,radio,0.742,0.263411283493042,102,106
11,lang,2,drug,abuse,0.6849999999999999,0.15156957507133484,35,10
12,lang,2,bread,butter,0.619,0.32892438769340515,280,123
13,lang,2,cucumber,potato,0.592,0.26143041253089905,86,126
14,lang,2,doctor,nurse,0.7,0.44405636191368103,89,61
15,lang,2,professor,doctor,0.662,0.3006342053413391,102,89
16,lang,2,student,professor,0.6809999999999999,0.3528658449649811,132,102
17,lang,2,smart,student,0.462,0.12213331460952759,119,132
18,lang,2,smart,stupid,0.581,0.2622910737991333,119,47
19,lang,2,company,stock,0.708,0.17204126715660095,187,62
20,lang,2,stock,market,0.808,0.09976964443922043,62,259
21,lang,2,stock,phone,0.162,0.101746566593647,62,873
22,lang,2,stock,cd,0.131,0.03013138473033905,62,92
23,lang,2,stock,jaguar,0.092,0.027301212772727013,62,7
24,lang,2,stock,egg,0.181,0.07105252891778946,62,208
25,lang,2,stock,live,0.373,0.12135518342256546,62,180
26,lang,2,stock,life,0.092,0.06701579689979553,62,356
27,lang,2,book,library,0.746,0.22884806990623474,396,136
28,lang,2,bank,money,0.8119999999999999,0.2194596230983734,126,153
29,lang,2,wood,forest,0.773,0.42333269119262695,379,277
30,lang,2,money,cash,0.915,0.42849457263946533,153,64
31,lang,2,professor,cucumber,0.031,0.10979294776916504,102,86
32,lang,2,king,cabbage,0.023,0.07666997611522675,102,100
33,lang,2,king,queen,0.858,0.6156302094459534,102,108
34,lang,2,king,rook,0.592,0.13728490471839905,102,1
35,lang,2,bishop,rabbi,0.669,0.28002339601516724,5,33
36,lang,2,jerusalem,israel,0.8460000000000001,0.7111362814903259,1,4
37,lang,2,jerusalem,palestinian,0.765,0.6846950650215149,1,4
38,lang,2,holy,sex,0.162,0.07708745449781418,45,42
39,lang,2,fuck,sex,0.944,0.2968258559703827,1,42
40,lang,2,football,soccer,0.9029999999999999,0.575871467590332,191,335
41,lang,2,football,basketball,0.6809999999999999,0.5235968828201294,191,164
42,lang,2,football,tennis,0.663,0.35704290866851807,191,1161
