idx,modality,layer,word1,word2,hum-sim,model-sim,freqw1,freqw2
0,lang,14,old,new,0.158,0.43047425150871277,1795,890
1,lang,14,smart,intelligent,0.9199999999999999,0.4928477108478546,119,15
2,lang,14,hard,difficult,0.877,0.6982190608978271,387,112
3,lang,14,happy,cheerful,0.9550000000000001,0.6442849636077881,583,38
4,lang,14,hard,easy,0.095,0.5988210439682007,387,133
5,lang,14,fast,rapid,0.875,0.6220182180404663,165,26
6,lang,14,happy,glad,0.917,0.7034902572631836,583,145
7,lang,14,short,long,0.123,0.6849045157432556,188,869
8,lang,14,stupid,dumb,0.958,0.5349457263946533,47,23
9,lang,14,weird,strange,0.893,0.8373919725418091,141,164
10,lang,14,wide,narrow,0.10300000000000001,0.6203031539916992,178,133
11,lang,14,bad,awful,0.842,0.6198215484619141,179,37
12,lang,14,easy,difficult,0.057999999999999996,0.7265698313713074,133,112
13,lang,14,bad,terrible,0.778,0.6774182319641113,179,88
14,lang,14,hard,simple,0.13799999999999998,0.3807692527770996,387,139
15,lang,14,smart,dumb,0.05500000000000001,0.4503237307071686,119,23
16,lang,14,insane,crazy,0.9570000000000001,0.7739704251289368,16,145
17,lang,14,happy,mad,0.095,0.47250238060951233,583,103
18,lang,14,large,huge,0.9470000000000001,0.8627828359603882,3327,376
19,lang,14,hard,tough,0.805,0.7169583439826965,387,105
20,lang,14,new,fresh,0.683,0.47764331102371216,890,303
21,lang,14,sharp,dull,0.06,0.4494037628173828,105,42
22,lang,14,quick,rapid,0.97,0.5672120451927185,150,26
23,lang,14,dumb,foolish,0.667,0.4704873263835907,23,4
24,lang,14,wonderful,terrific,0.8630000000000001,0.6833608150482178,192,29
25,lang,14,strange,odd,0.9019999999999999,0.7824838757514954,164,129
26,lang,14,happy,angry,0.128,0.5877745151519775,583,110
27,lang,14,narrow,broad,0.118,0.6611936688423157,133,34
28,lang,14,simple,easy,0.9400000000000001,0.5986018776893616,139,133
29,lang,14,old,fresh,0.087,0.38388633728027344,1795,303
30,lang,14,apparent,obvious,0.8470000000000001,0.7850720286369324,38,45
31,lang,14,inexpensive,cheap,0.8720000000000001,0.6778949499130249,8,68
32,lang,14,nice,generous,0.5,0.4878216087818146,494,22
33,lang,14,weird,normal,0.072,0.4320470988750458,141,105
34,lang,14,weird,odd,0.9199999999999999,0.7281713485717773,141,129
35,lang,14,sad,funny,0.095,0.5541064143180847,142,189
36,lang,14,wonderful,great,0.805,0.7745001912117004,192,1194
37,lang,14,guilty,ashamed,0.638,0.576178789138794,8,9
38,lang,14,beautiful,wonderful,0.65,0.7710465788841248,1052,192
39,lang,14,confident,sure,0.827,0.5298546552658081,34,399
40,lang,14,dumb,dense,0.727,0.3559604287147522,23,101
41,lang,14,large,big,0.9550000000000001,0.8054575324058533,3327,987
42,lang,14,nice,cruel,0.067,0.4401826560497284,494,5
43,lang,14,impatient,anxious,0.603,0.645949125289917,20,73
44,lang,14,big,broad,0.673,0.43071943521499634,987,34
45,lang,14,strong,proud,0.317,0.3708338439464569,121,178
46,lang,14,restless,young,0.16,0.2759975492954254,22,2164
