idx,modality,layer,word1,word2,hum-sim,model-sim,freqw1,freqw2
0,lang,22,take,remove,0.6809999999999999,0.6020166873931885,874,61
1,lang,22,walk,trail,0.481,0.6331782937049866,563,171
2,lang,22,feed,starve,0.149,0.4999340772628784,120,2
3,lang,22,shine,polish,0.78,0.6196594834327698,102,36
4,lang,22,cheat,sneak,0.365,0.5628478527069092,3,35
5,lang,22,smell,sniff,0.7969999999999999,0.7166226506233215,101,29
6,lang,22,plow,dig,0.6639999999999999,0.49253153800964355,83,101
7,lang,22,believe,pretend,0.16599999999999998,0.5318710207939148,146,83
8,lang,22,tap,pat,0.697,0.6043514013290405,24,17
9,lang,22,crunch,crack,0.365,0.6174135208129883,5,73
10,lang,22,erode,destroy,0.634,0.5193462371826172,1,20
11,lang,22,try,practice,0.465,0.6401014924049377,257,124
12,lang,22,tear,fold,0.066,0.6344582438468933,45,45
13,lang,22,replace,move,0.149,0.5490539073944092,28,138
14,lang,22,respond,ignore,0.08299999999999999,0.5449709296226501,10,22
15,lang,22,laugh,sing,0.199,0.6256181001663208,122,111
16,lang,22,attack,sneak,0.16599999999999998,0.5502210259437561,52,35
17,lang,22,descend,go,0.33199999999999996,0.5200106501579285,24,910
18,lang,22,miss,catch,0.0,0.6266242861747742,107,220
19,lang,22,feel,touch,0.78,0.628387451171875,166,117
20,lang,22,connect,separate,0.149,0.5821071267127991,38,108
21,lang,22,decay,deteriorate,0.8130000000000001,0.5418023467063904,6,2
22,lang,22,protect,defend,0.78,0.8127365708351135,89,17
23,lang,22,describe,define,0.7969999999999999,0.6928896307945251,80,2
24,lang,22,drive,walk,0.149,0.7224065661430359,198,563
25,lang,22,build,grow,0.481,0.6844754219055176,127,113
26,lang,22,cover,protect,0.6809999999999999,0.6275972127914429,181,89
27,lang,22,dislike,ignore,0.315,0.6243743896484375,4,22
28,lang,22,forget,recall,0.033,0.6687952280044556,111,14
29,lang,22,comprehend,learn,0.73,0.6273593902587891,2,131
30,lang,22,reflect,look,0.41500000000000004,0.6490120887756348,79,885
31,lang,22,defeat,beat,0.8470000000000001,0.6524756550788879,12,115
32,lang,22,know,inform,0.199,0.5821602940559387,288,3
33,lang,22,remind,repeat,0.5309999999999999,0.5356128215789795,59,6
34,lang,22,go,let,0.282,0.5739935636520386,910,258
35,lang,22,go,advance,0.6639999999999999,0.4872167408466339,910,15
36,lang,22,recommend,assist,0.41500000000000004,0.5641978979110718,28,30
37,lang,22,shake,shiver,0.631,0.4352903962135315,104,2
38,lang,22,take,carry,0.564,0.6451837420463562,874,111
39,lang,22,accomplish,succeed,0.8300000000000001,0.6940396428108215,15,4
40,lang,22,drive,operate,0.49800000000000005,0.612381637096405,198,24
41,lang,22,ask,tell,0.066,0.6929711699485779,114,165
42,lang,22,bend,break,0.465,0.5151106715202332,100,182
43,lang,22,tear,break,0.614,0.5210511684417725,45,182
44,lang,22,jump,skip,0.548,0.5941736698150635,156,15
45,lang,22,agree,admit,0.398,0.5178446173667908,32,39
46,lang,22,give,bring,0.49800000000000005,0.7313597798347473,216,148
47,lang,22,go,move,0.631,0.6967474818229675,910,138
48,lang,22,kill,shoot,0.5309999999999999,0.6141068935394287,60,115
49,lang,22,crunch,chew,0.647,0.6878010630607605,5,41
50,lang,22,carry,tow,0.49800000000000005,0.574531614780426,111,127
51,lang,22,sing,hum,0.5980000000000001,0.42116621136665344,111,1
52,lang,22,dismay,upset,0.6639999999999999,0.4700636565685272,5,100
53,lang,22,shun,ignore,0.8630000000000001,0.5476244688034058,2,22
54,lang,22,believe,know,0.365,0.6489899158477783,146,288
55,lang,22,hurt,smash,0.465,0.5634424090385437,107,20
56,lang,22,prefer,hate,0.1,0.6688348054885864,39,96
57,lang,22,cook,bake,0.78,0.6460219621658325,133,100
58,lang,22,break,destroy,0.8300000000000001,0.4516601860523224,182,20
59,lang,22,hit,slap,0.7969999999999999,0.7211766242980957,313,10
60,lang,22,wrap,tie,0.5309999999999999,0.5009658932685852,108,513
61,lang,22,show,preview,0.564,0.6245737075805664,648,8
62,lang,22,pounce,bounce,0.29900000000000004,0.3530283570289612,9,60
63,lang,22,respect,like,0.548,0.48746055364608765,101,1813
64,lang,22,sell,purchase,0.21600000000000003,0.8014534115791321,113,104
65,lang,22,put,take,0.149,0.6912264227867126,391,874
66,lang,22,charge,cover,0.16599999999999998,0.516512930393219,99,181
67,lang,22,melt,freeze,0.017,0.7489140033721924,39,38
68,lang,22,agree,differ,0.11599999999999999,0.6291989684104919,32,4
69,lang,22,flap,fold,0.21600000000000003,0.6650425791740417,19,45
70,lang,22,die,survive,0.015,0.564396321773529,64,32
71,lang,22,pull,lift,0.282,0.6199027299880981,118,111
72,lang,22,hitch,ride,0.44800000000000006,0.5376819372177124,44,454
73,lang,22,live,let,0.199,0.5251253843307495,180,258
74,lang,22,sow,plow,0.23199999999999998,0.5619874000549316,3,83
75,lang,22,destroy,kill,0.78,0.7850306034088135,20,60
76,lang,22,obtain,get,0.93,0.643307089805603,6,1251
77,lang,22,buy,sell,0.0,0.8477990627288818,149,113
78,lang,22,deposit,put,0.647,0.5224502682685852,7,391
79,lang,22,rise,wake,0.8300000000000001,0.5521931648254395,108,115
80,lang,22,pray,kneel,0.183,0.5302847027778625,49,19
81,lang,22,jump,climb,0.199,0.6708124876022339,156,119
82,lang,22,rescue,survive,0.11599999999999999,0.4923417568206787,103,32
83,lang,22,succeed,overcome,0.697,0.4405478537082672,4,25
84,lang,22,look,examine,0.8300000000000001,0.675497829914093,885,59
85,lang,22,delay,pause,0.8130000000000001,0.6611256003379822,4,47
86,lang,22,take,use,0.315,0.6970069408416748,874,230
87,lang,22,color,decorate,0.44800000000000006,0.5503705143928528,297,109
88,lang,22,get,achieve,0.631,0.6867535710334778,1251,17
89,lang,22,die,deteriorate,0.24900000000000003,0.5247353315353394,64,2
90,lang,22,treat,buy,0.49800000000000005,0.5787807106971741,120,149
91,lang,22,dump,waste,0.5980000000000001,0.5033161044120789,103,89
92,lang,22,learn,evaluate,0.365,0.6154441237449646,131,4
93,lang,22,know,meet,0.282,0.6107916235923767,288,192
94,lang,22,compete,finish,0.49800000000000005,0.5592163801193237,102,164
95,lang,22,sing,rap,0.558,0.5950367450714111,111,17
