MEN,2,2976,0.7341539909294603,0.0
RG65,2,65,0.7670738919823928,9.269297328146553e-14
SIMLEX999,2,957,0.484335496106741,1.937005649628987e-57
SIMVERB3500,2,2890,0.37685759486734893,3.422512381191632e-98
WORDSIM353,2,306,0.6813247094779921,4.29701385618809e-43
MEN,4,2976,0.7401619270131162,0.0
RG65,4,65,0.728959505030705,5.793366179869871e-12
SIMLEX999,4,957,0.47605182563917975,2.7468224670466322e-55
SIMVERB3500,4,2890,0.3578762222437974,4.660546458204957e-88
WORDSIM353,4,306,0.6641343632841029,2.715888035216509e-40
MEN,6,2976,0.7183162331105999,0.0
RG65,6,65,0.6770985874639874,5.910456753283188e-10
SIMLEX999,6,957,0.473493586777776,1.234507750824786e-54
SIMVERB3500,6,2890,0.37164049791352816,2.4443425987212333e-95
WORDSIM353,6,306,0.6190154895062447,9.338005368220205e-34
MEN,8,2976,0.7049411505213714,0.0
RG65,8,65,0.6697773032731529,1.0541710702521736e-09
SIMLEX999,8,957,0.46409556486419473,2.768153740131514e-52
SIMVERB3500,8,2890,0.37230192396528816,1.0696899828094645e-95
WORDSIM353,8,306,0.5881009693242583,7.408320921059429e-30
MEN,10,2976,0.7021251256338914,0.0
RG65,10,65,0.6779509160712787,5.519517614843656e-10
SIMLEX999,10,957,0.46867708488731263,2.0201181300688535e-53
SIMVERB3500,10,2890,0.3926128463699855,3.910584333192604e-107
WORDSIM353,10,306,0.5869699400780353,1.0104746848669417e-29
MEN,12,2976,0.7024229598130609,0.0
RG65,12,65,0.7007670972510734,8.089166581162386e-11
SIMLEX999,12,957,0.46506158849900503,1.59928344696116e-52
SIMVERB3500,12,2890,0.38771690868060055,2.6533037911143313e-104
WORDSIM353,12,306,0.5991987095396971,3.299678205554038e-31
MEN,14,2976,0.7118047063626579,0.0
RG65,14,65,0.7267084833242693,7.236443923510509e-12
SIMLEX999,14,957,0.47017300718029853,8.519970044357492e-54
SIMVERB3500,14,2890,0.3678552003515973,2.6671053438373936e-93
WORDSIM353,14,306,0.6009464544182338,1.999160614878066e-31
MEN,16,2976,0.7294327883180717,0.0
RG65,16,65,0.751338594617017,5.591381686745588e-13
SIMLEX999,16,957,0.47749540499384885,1.1697499828004327e-55
SIMVERB3500,16,2890,0.3569820186926098,1.3461908946700608e-87
WORDSIM353,16,306,0.6153545649955117,2.848694158926596e-33
MEN,18,2976,0.7378781363804064,0.0
RG65,18,65,0.7678825114303358,8.419688554863132e-14
SIMLEX999,18,957,0.47113603920327973,4.876158171027882e-54
SIMVERB3500,18,2890,0.3285865230542992,1.0052931392233583e-73
WORDSIM353,18,306,0.6255664963400889,1.2228337840033431e-34
MEN,20,2976,0.7482535023908318,0.0
RG65,20,65,0.767598401894572,8.709322260640717e-14
SIMLEX999,20,957,0.46871614014013724,1.9752021779600322e-53
SIMVERB3500,20,2890,0.2986047936490773,1.3367476521755688e-60
WORDSIM353,20,306,0.6004398890143061,2.312390901674939e-31
MEN,22,2976,0.7170155984294178,0.0
RG65,22,65,0.7662652725344499,1.0200707097547865e-13
SIMLEX999,22,957,0.46531263744406826,1.3863740801348946e-52
SIMVERB3500,22,2890,0.2775564221449123,2.832705751419243e-52
WORDSIM353,22,306,0.5464342372097931,3.2139347939978427e-25
MEN,24,2976,0.7085736794685751,0.0
RG65,24,65,0.7369582811914376,2.5810124155338552e-12
SIMLEX999,24,957,0.46450123290484047,2.199010215253474e-52
SIMVERB3500,24,2890,0.2658698180147374,5.90322056501477e-48
WORDSIM353,24,306,0.5529992745860364,6.593835819439898e-26
