MEN,14,2976,0.7541017846062352,0.0
RG65,14,65,0.7691937862107837,7.198357834374603e-14
SIMLEX999,14,957,0.4640112178405221,2.903740138908437e-52
SIMVERB3500,14,2890,0.387485014961489,3.6033843434989127e-104
WORDSIM353,14,306,0.6204011626264554,6.098764486012852e-34
MEN,16,2976,0.7557608799266813,0.0
RG65,16,65,0.7689752404140423,7.389382930753653e-14
SIMLEX999,16,957,0.47288749443617556,1.75918902987302e-54
SIMVERB3500,16,2890,0.37591226431336644,1.1359414523633271e-97
WORDSIM353,16,306,0.6075347364244216,2.9399741459234476e-32
MEN,18,2976,0.7584784125523097,0.0
RG65,18,65,0.7568459486948985,3.027371618233072e-13
SIMLEX999,18,957,0.4700513642727716,9.14105229964259e-54
SIMVERB3500,18,2890,0.3714692240478187,3.026649519556323e-95
WORDSIM353,18,306,0.6091279359254889,1.8369417270757396e-32
MEN,20,2976,0.7632566887939155,0.0
RG65,20,65,0.7927093139401508,3.5924347977953955e-15
SIMLEX999,20,957,0.47004836218715096,9.156936385498336e-54
SIMVERB3500,20,2890,0.357162329325673,1.0872635818974685e-87
WORDSIM353,20,306,0.611522132809782,9.015250200929155e-33
MEN,22,2976,0.7636132061111656,0.0
RG65,22,65,0.7878575972524933,6.87634589988455e-15
SIMLEX999,22,957,0.4636071037950371,3.650701300861441e-52
SIMVERB3500,22,2890,0.34463245218726263,2.192623489951527e-81
WORDSIM353,22,306,0.6028024648254313,1.1702373749376689e-31
MEN,24,2976,0.7651176428993278,0.0
RG65,24,65,0.7718163357716796,5.245165746463996e-14
SIMLEX999,24,957,0.45456804791775973,5.644573492466166e-50
SIMVERB3500,24,2890,0.30759648874382833,2.233874212688637e-64
WORDSIM353,24,306,0.5977007920802946,5.057413229153367e-31
MEN,26,2976,0.7714184959616597,0.0
RG65,26,65,0.764801015696283,1.212014767529167e-13
SIMLEX999,26,957,0.4486538230140742,1.408870013466172e-48
SIMVERB3500,26,2890,0.29439038265493156,7.087566805468116e-59
WORDSIM353,26,306,0.5994985862070905,3.028494004267045e-31
MEN,28,2976,0.7597827378807189,0.0
RG65,28,65,0.724370043299137,9.096348187374784e-12
SIMLEX999,28,957,0.43216963108873413,7.960866331296618e-45
SIMVERB3500,28,2890,0.25574687195136037,2.1925893626859035e-44
WORDSIM353,28,306,0.5660194085212172,2.5645208566460134e-27
MEN,30,2976,0.7590498119576078,0.0
RG65,30,65,0.6896431161969397,2.1086801354514403e-10
SIMLEX999,30,957,0.4279066184613954,6.887913918072619e-44
SIMVERB3500,30,2890,0.24739041835980918,1.4795367831377532e-41
WORDSIM353,30,306,0.5707280166681016,7.6475814712891155e-28
MEN,32,2976,0.7297118445116486,0.0
RG65,32,65,0.690845118079017,1.90520702060732e-10
SIMLEX999,32,957,0.4046200283630497,5.322110854933448e-39
SIMVERB3500,32,2890,0.23264307567942308,8.085647546400928e-37
WORDSIM353,32,306,0.5620261486256005,7.048767704664652e-27
MEN,34,2976,0.7372828771472626,0.0
RG65,34,65,0.6755250577274499,6.702406445812278e-10
SIMLEX999,34,957,0.4005337125158437,3.5050613461769803e-38
SIMVERB3500,34,2890,0.22850616108347072,1.5099843451562211e-35
WORDSIM353,34,306,0.5549178989063278,4.123042775455921e-26
MEN,36,2976,0.6975016996565392,0.0
RG65,36,65,0.6894027158205243,2.1517858143400828e-10
SIMLEX999,36,957,0.4124722084562835,1.3204428705334924e-40
SIMVERB3500,36,2890,0.2245473908621908,2.3554322498391384e-34
WORDSIM353,36,306,0.5515576887073104,9.364676030601147e-26
